Player,Country,Rating
"Calvo Minguez, Ricardo",ESP,2330
"Camara, Helder",BRA,2405
"Camilleri, Henry",MLT,2250
"Capelan, Guenter",BRD,2410
"Cappello, Renato",ITA,2215
"Carbone, Jose Maria",ARG,2220
"Cardoso, Ruth",BRA,2010
"Carleton, John J",ENG,2285
"Caro, Alberto N",VEN,2205
"Castagna, Rino",SUI,2270
"Cebalo, Miso",YUG,2360
Chapkunova,BUL,1805
"Chemin, Vitorio",BRA,2220
"Chernikov, Oleg L",URS,2450
"Chis, Emilia",ROM,2045
"Christoph, Manfred",BRD,2300
"Ciocaltea, Victor",ROM,2470
"Ciric, Dragoljub M",YUG,2465
"Clarke, Peter H",ENG,2360
"Cobo Arteaga, Eldis",CUB,2420
"Cohn, Irina",BRD,2040
"Corden, Martyn J",ENG,2275
"Cordovil, Joao",POR,2285
"Cornelis, Frans B",BEL,2320
"Cortlever, Nicolaas",NED,2405
"Cosulich, Roberto",ITA,2380
"Coudari, Camille",CAN,2295
"Csapo-Buzsor, Anika",HUN,2045
"Csom, Istvan",HUN,2485
"Cuartas, Carlos",COL,2330
"Cuasnicu, Oscar",ARG,2370
"Cuellar Garcharna, Miguel",COL,2395
"Cvetkovic, Srdjan",YUG,2460
"Cynolter-Bognarde, Erzsebet",HUN,1925
"Czerniak, Moshe",ISR,2370
"Damjanovic, Mato",YUG,2465
"Danov, Kiril",YUG,2290
"Darga, Klaus",BRD,2540
"Daskalov, Georgi",BUL,2350
"Davie, Alexander M",SCO,2280
"Day, Lawrence",CAN,2345
"De Castro, Edgar",PHI,2320
"De Fotis, Gregory",USA,2425
"De Greiff, Boris",COL,2370
"De Lange, Daan",NOR,2320
"Debarnot, Roberto",ARG,2375
"Dely, Peter",HUN,2480
"Denker, Arnold",USA,2270
"Deze, Anton",YUG,2395
"Diaz, Joaquim C",CUB,2305
"Diaz, Salvador",VEN,2270
"Diez Del Corral, Jesus",ESP,2470
"Dimitrova, Toni",BUL,1865
"Doda, Zbigniew",POL,2390
"Dominguez Sanz, Juan",ESP,2265
"Domnitz, Zadok",ISR,2350
"Domsgen-Hoelzlein, Christina",DDR,2140
"Donner, Jan-Hein",NED,2470
"Dorn, Max",AUT,2210
"Doroshkievich, Vladimir K",URS,2435
"Dragasevic-Georgieva, Antonina",BUL,2160
"Drimer, Dolfi",ROM,2380
"Dueball, Juergen",BRD,2425
"Dueckstein, Andreas",AUT,2410
"Dunkelblum, Arthur",BEL,2240
"Durao, Joaquim",POR,2295
"Dzindzichashvili, Roman",URS,2500
"Eising, Johannes",BRD,2410
"Ek, Hans",SWE,2330
"Enevoldsen, Jens",DEN,2350
"Enklaar, Bertus F",NED,2410
"Erenska-Radzewska, Hanna",POL,2115
"Eretova, Kvetoslava",CSR,2160
"Ermenkov, Evgeni",BUL,2410
"Espig, Lutz",DDR,2435
"Estevez, Guillermo",CUB,2395
"Estimo, Samuel",PHI,2350
"Estrada Degrandi, Walter",URU,2350
"Estrin, Yakov",URS,2400
"Evans, Christopher A.",NZL,2300
"Evans, Larry Melvyn",USA,2545
"Faibisovich, Vadim",URS,2440
"Farago, Ivan",HUN,2425
"Fatalibekova-Rubtsova, Elena",URS,2245
"Fedder, Steen",DEN,2370
"Ferrer-Lucas, Pepita",ESP,2010
"Fershter, Anatoly B",URS,2380
"Feuerstein, Arthur",USA,2395
"Fichtl, Jiri",CSR,2385
"Filep, Tibor",HUN,2360
"Filip, Miroslav",CSR,2510
"Filipowicz, Andrzej",POL,2405
"Finta, Erzsebet",HUN,2055
"Fischer, Robert James",USA,2785
"Flesch, Janos",HUN,2380
"Forintos, Gyozo V",HUN,2495
"Franklin, Michael J",ENG,2335
"Frey, Kenneth",MEX,2250
"Friedgood, David",SAF,2310
"Fuchs, Reinhard",DDR,2430
"Fuller, Maxwell",AUS,2280
"Furman, Semyen A",URS,2520
"Fuster, Geza",CAN,2280
"Gaprindashvili, Nona",URS,2450
"Garcia Martinez, Silvino",CUB,2335
"Garcia, Raimundo",ARG,2420
"Gasic, Bozidar",YUG,2360
"Gavrilov, Alexey",URS,2395
"Geller, Efim",URS,2590
"Geller, Uzi",ISR,2330
"Georgsson, Harvey",ISL,2220
"Gereben, Erno",SUI,2335
"Gerusel, Mathias",BRD,2415
"Gesos, Pavlos",HUN,2390
"Gesticone, Adela",ROM,1920
"Gheorghe, Anca",ROM,1770
"Gheorghiu, Florin",ROM,2520
"Ghinda, Mihail-Viorel",ROM,2300
"Ghitescu, Theodor",ROM,2450
"Ghizdavu, Dimitru",ROM,2385
Giam Choo Kwee,SIN,2310
"Giorgadze, Tamaz",URS,2420
"Gipslis, Aivars",URS,2560
"Glauser, Hansruedi",SUI,2360
"Gligoric, Svetozar",YUG,2575
"Gliksman, Darko",YUG,2375
"Godoy, David A",CHI,2320
"Gogalea, Eleonora",ROM,2090
"Golz, Werner",DDR,2410
"Gorshkov, Alexander A",URS,2355
"Grabczewski, Romuald",POL,2420
"Grdinic, Zvonimir",YUG,2400
"Gresser, Gisela K",USA,2065
"Griffiths, Peter C",ENG,2255
"Grigorian, Karen A",URS,2470
"Grigorian, Levon A",URS,2490
"Gross, Stefan",CSR,2350
"Gufeld, Eduard Y",URS,2525
"Guimard, Carlos E",ARG,2410
"Gulko, Boris E",URS,2430
"Gundersen, Helge",NOR,2260
"Gunnarsson, Gunnar K",ISL,2300
"Gurgenidze, Bukhuti I",URS,2520
"Gutierrez Castillo, Jose A.",COL,2350
"Haag, Ervin",HUN,2440
"Hamann, Svend",DEN,2490
"Hamdan, I",INA,2300
"Hamilton, Douglas",AUS,2280
"Handsuren, Sandagdorj",MON,2110
"Haraldsson-Illugadottir, Solve",SWE,1895
"Harandi, Khosro",IRI,2270
"Hartoch, Robert G.",NED,2430
"Hartston, William",ENG,2420
"Hartston-Miles-Bellin, Jana M",ENG,2210
"Hassan, Mohamed",IND,2380
"Hausner, Ivan",CSR,2300
"Hecht, Hans-Joachim",BRD,2485
"Heemskerk, Fenny",NED,2040
"Heidenfeld, Wolfgang",IRL,2250
"Hellwig, Anna",POL,1990
"Hemmassi, Nasser",IRI,2250
"Hennings, Arthur",DDR,2475
"Hernandez, Roman",CUB,2360
"Hlousek, Zdenek",CSR,2355
"Hoen, Ragnar",NOR,2300
"Hoffmann, Helga",DDR,2005
"Hohler, Peter",SUI,2330
"Holaszek, Hans",AUT,2400
"Holm, Sejer",DEN,2395
"Holt, Eric",SCO,2230
"Honfi, Karoly",HUN,2440
"Honfi, Karolyne",HUN,2055
"Horowitz, Israel A",USA,2230
"Hort, Vlastimil",CSR,2600
"Huebner, Robert",BRD,2590
"Hug, Werner",SUI,2475
"Huguet, Bernard",FRA,2255
"Huss, Andreas",SUI,2360
"Hvenekilde, Jorgen",DEN,2265
"Ibrahimoglu, Ismet",TUR,2290
"Ignatieva, Olga",URS,2220
"Ilijevski, Dimitar",YUG,2460
"Ivanka-Budinsky, Maria",HUN,2240
"Ivanovic, Bozidar",YUG,2380
"Ivarsson, Stefan",SWE,2420
"Ivkov, Borislav",YUG,2520
"Jakobsen, Ole",DEN,2440
"Jankov, Stanimir",BUL,2270
"Jankovec, Ivan",CSR,2320
"Janosevic, Dragoljub",YUG,2430
"Jansa, Vlastimil",CSR,2480
"Jansen, Vagn",DEN,2320
"Janssen, Ingrid",NED,2020
"Jansson, Borje",SWE,2395
"Jimenez, Eleazar",CUB,2395
"Johannessen, Svein",NOR,2440
"Johansson, Martin",SWE,2430
"Joksic, Sinisa",YUG,2360
"Jongsma, Alexander",NED,2305
"Josefsson, Keneth",SWE,2260
"Juarez, Carlos Eleodoro",ARG,2320
"Jurczynska, Anna",POL,2085
"Just, Gabriele Dr",DDR,2155
"Kagan, Shimon",ISR,2425
"Kaiszauri, Konstanty",SWE,2350
"Kakabadze, Eliso",URS,2185
"Kakhabrishvili, Tsitsino",URS,2070
"Kaleva, Elena",BUL,1900
"Kapengut, Albert",URS,2485
"Kaplan, Julio P",PUR,2470
"Karakas-Kertesz, Eva",HUN,2190
"Karaklajic, Nikola",YUG,2420
"Karasev, Vladimir",URS,2450
"Karff, Mona May",USA,2065
"Karolyi-Sillye, Lajosne",HUN,2075
"Karpov, Anatoly",URS,2630
"Kaufman, Lary C",USA,2400
"Kavalek, Lubomir",USA,2555
"Kazilaris, Nikolaos",GRE,2310
"Keene, Raymond",ENG,2435
"Kelecevic, Nedeljko",YUG,2315
"Keller, Dieter",SUI,2400
"Keller-Hermann, Edith",DDR,2190
"Keres, Paul",URS,2600
"Kereszturi-Molnar, Sara",HUN,1890
"Kerkhoff, Leo",NED,2300
"Khasin, Abram",URS,2405
"Kholmov, Ratmir D",URS,2550
"Khugashvili, Tamara",URS,2090
"Kiffmeyer, Constanz",BRD,2330
"Kinnmark, Ove",SWE,2400
"Kinzel, Anton",AUT,2370
"Kirov, Nino",BUL,2450
"Kislova, Alexsandra V",URS,2180
"Klein, Manfred",BRD,2280
"Kluger, Gyula",HUN,2360
"Klundt, Klaus",BRD,2390
"Knaak, Rainer",DDR,2470
"Knezevic, Milorad",YUG,2410
"Knol, Dirk L",NED,2350
"Kobaidze, Tsiuri",URS,2125
"Kogan, Boris M",URS,2430
"Kokkoris, Hristos",GRE,2320
"Kolarov, Atanas S.",BUL,2430
"Komljenovic, Davor",YUG,2260
"Konarkowska-Sokolov, Henrijeta",YUG,2175
"Konci, Eqrem",ALB,2250
"Konopleva, Natalia",URS,2255
"Korchnoi, Viktor",URS,2640
"Kosanski, Stanko",YUG,2385
"Koskinen, Heikki",FIN,2330
"Kostro, Jerzy",POL,2390
"Kovacevic, Vladimir",YUG,2450
"Kovacs, Laszlo M",HUN,2400
"Kovacs, Zoltan",HUN,2320
"Kowalska, Elzbieta",POL,2000
"Kozarov, Petar",BUL,2380
"Kozlovskaya, Valentina",URS,2305
"Kozma, Julius",CSR,2370
"Krabbe, Tim",NED,2290
"Kraidman, Yair",ISR,2455
"Kramer, Haije J",NED,2330
"Kristiansen, Jens",DEN,2360
"Kristinsson, Jon",ISL,2365
"Kristjanson, Bragi",ISL,2300
"Krizsan-Bilek, Gyulane",HUN,2155
"Krnic, Zdenko",YUG,2400
"Krogius, Nikolai V",URS,2560
"Krumova, Velichka",BUL,2015
"Kubicek, Antonin",CSR,2240
"Kuijpers, Franciscus A",NED,2400
"Kupka, Slavoj",CSR,2365
"Kupreichik, Viktor D",URS,2440
"Kuprejanov, George",CAN,2365
"Kurajica, Bojan",YUG,2455
"Kushnir, Alla",URS,2355
"Kuzmin, Gennadi P",URS,2520
"Langeweg, Kick",NED,2425
"Langos, Jozsa",HUN,2005
"Larsen, Bent",DEN,2625
"Larsen, Ingrid",DEN,1940
"Lazarevic, Milunka",YUG,2285
"Lebredo, Gerardo",CUB,2280
"Lechtynsky, Jiri",CSR,2370
"Ledic, Tomislav",YUG,2280
"Lee, Peter N",ENG,2390
"Lehmann, Heinz",BRD,2395
"Lein, Anatoly",URS,2530
"Lematschko, Tatjana",URS,2200
"Lengyel, Levente",HUN,2455
"Letelier, Rene",CHI,2315
"Levitina, Irina S",URS,2315
"Levy, David N.L.",SCO,2350
"Lewi, Jerzy",SWE,2430
"Lhagva, Jambaldoo",MON,2310
"Liberzon, Vladimir M",URS,2540
"Liebert, Heinz",DDR,2400
"Liljedahl, Lennart",SWE,2260
"Liptay, Laszlo",HUN,2390
"Litinskaya-Shul, Marta I",URS,2250
"Litmanowicz, Miroslawa",POL,2115
"Littlewood, John E.",ENG,2340
"Ljubojevic, Ljubomir",YUG,2550
"Lobigas, Julian",PHI,2340
"Lombard, Andre",SUI,2380
"Lombardy, William J",USA,2520
"Lubarskaya, Ludmila A",URS,2140
"Lukacs, Peter",HUN,2280
"Lundin, Erik",SWE,2375
"Lutikov, Anatoly S",URS,2545
"Macek-Kalchbrenner, Vlasta",YUG,2085
"Macskasy, Elod",CAN,2280
"Maeder, Karl-Heinz",BRD,2400
"Magnusson, Olafur",ISL,2380
"Makai, Zsuzsa",ROM,2170
"Malich, Burkhardt",DDR,2490
"Malis, Jiri",CSR,2220
"Manasterski, Lotuslaw",POL,2350
"Marangunic, Srdjan",YUG,2460
"Maric, Rudolf",YUG,2425
"Mariotti, Sergio",ITA,2470
"Marjanovic, Slavoljub",YUG,2280
"Markland, Peter R.",ENG,2420
"Markovic-Jovanovic, Gordana",YUG,2095
"Marovic, Drazen",YUG,2465
"Marszalek, Rafal",POL,2270
"Martinovic, Slobodan",YUG,2340
"Martz, William E",USA,2420
"Mashian, Houschang",SUI,2265
"Masic, Ljubomir",YUG,2390
"Matanovic, Aleksandar",YUG,2515
"Matulovic, Milan",YUG,2525
"Mazzoni, Guy",FRA,2260
"McKay, Roderick M",SCO,2330
"Mecking, Henrique",BRA,2570
"Medianikova, Nina",URS,2260
"Medina-Garcia, Antonio",ESP,2380
"Mednis, Edmar J",USA,2450
"Meduna, Eduard",CSR,2285
"Menvielle Lacourrelle, Augusto",ESP,2365
"Merdinjan, Agop",BUL,2270
"Merlini-Cirovic, Milinka",YUG,2035
"Messing, Hrvoje",YUG,2405
"Mestrovic, Zvonimir",YUG,2380
"Miagmarsuren, Lhamsuren",MON,2380
"Mihaljcisin, Mihajlo",YUG,2320
"Mikenas, Vladas",URS,2410
"Milanovic, Slobodan",YUG,2380
"Miles, Anthony J",ENG,2285
"Milosavljevic-Jovanovic, Ruzica",YUG,2150
"Mimailova, Neli",BUL,1995
"Minev, Nikolai N",BUL,2430
"Minic, Dragoljub",YUG,2460
"Mista, Ladislav",CSR,2395
"Mititelu, George",ROM,2390
"Miyasaki, Yukio",JPN,2280
"Moe, Mogens",DEN,2340
"Moehring, Guenther",DDR,2410
"Mohrlock, Dieter",BRD,2450
"Moiseev, Oleg L",URS,2445
"Moles, John",IRL,2270
"Moraza, Manuel",PUR,2210
"Mujagic, Ramo",YUG,2220
"Mukhin, Mikhail A",URS,2420
"Muresan-Juncu, Margareta",ROM,2140
"Musil, Vojko",YUG,2430
"Najdorf, Miguel",ARG,2540
"Naranja, Renato",PHI,2420
"Navarovsky, Laszlo",HUN,2410
"Nedeljkovic-Jovanovic, Vera",YUG,2090
"Nei, Iivo",URS,2485
"Nemet, Ivan",YUG,2415
"Neukirch, Detlev",DDR,2340
"Nezhmetdinov, Rashit",URS,2450
"Nicevski, Risto",YUG,2440
"Nicolau-Van Der Mije, Alexandr",ROM,2290
"Nikolaevsky, Yuri V",URS,2480
"Nikolic, Stanimir",YUG,2390
"Norbi, Peter H.",DEN,2310
"Novak, Ivan",CSR,2325
"Nowak, Erwin",CSR,2255
"Nowarra, Waltraud",DDR,2120
"Nykopp, Jan-Michael F",SWE,2320
"Ocampo, Raul",ARG,2305
"Ogaard, Leif",NOR,2340
"Ojanen, Kaarle S.",FIN,2300
"Olafsson, Fridrik",ISL,2570
"Olsson, Ake",SWE,2380
"Onat, Ihlan",TUR,2320
"Orev, Petar",BUL,2380
"Ortega, Rogelio",CUB,2320
"Osnos, Viatcheslav",URS,2510
"Ostojic, Pedrag",YUG,2440
"Ozanic, Marijan",YUG,2270
"Ozsvath, Andras",HUN,2340
"OïKelly de Galway, Alberic",BEL,2450
"Pachman, Ludek",CSR,2510
"Pacl, Vaclav",CSR,2275
"Padevsky, Nikola",YUG,2430
"Palacios De La Prida, Ernesto",ESP,2330
"Panno, Oscar",ARG,2570
"Panov, Vladimir",YUG,2360
"Paoli, Enrico",ITA,2300
"Parma, Bruno",YUG,2510
"Partos, Charles",ROM,2425
"Patterson, Nicholas J",IRL,2340
"Pavlov, Mircea",ROM,2355
"Pedersen, Karl",DEN,2375
"Pedko, Olga S",URS,2225
"Peev, Peicho",BUL,2425
"Pelikan, Jiri",ARG,2335
"Pelitov, Dimitar",BUL,2335
"Penrose, Jonathan",ENG,2450
"Pereira, Renato",POR,2270
"Peretz, Malkiel",ISR,2365
"Perevoznic, Margareta",ROM,2130
"Persitz, Raaphi",ISR,2330
"Petersen, Finn",DEN,2365
"Petrosian, Tigran",URS,2645
"Pfleger, Helmunt",BRD,2545
"Piasetski, Leon D",CAN,2275
"Pietrusiak, Bogdan",POL,2285
"Pietzsch, Wolfgang",DDR,2420
"Pihajlic, Amalija",YUG,2130
"Piket, Joop J",NED,2320
"Pilnik, Herman",ARG,2450
"Pinal, Nelson B",CUB,2280
"Pinto Paiva, Jose",BRA,2280
"Plachetka, Jan",CSR,2380
"Planinc, Albin",YUG,2520
"Platonov, Igor V",URS,2515
"Poch, Cesar G",ARG,2300
"Podgaets, Mikhail",URS,2485
"Polgar, Istvan",HUN,2370
"Polihroniade, Elisabeta",ROM,2225
"Polugaevsky, Lev",URS,2645
"Pomar Salamanca, Arturo",ESP,2460
"Popov, Luben",BUL,2450
"Popov, Stevan",YUG,2285
"Popovych, Orest",USA,2415
"Portisch, Ferenc",HUN,2380
"Portisch, Lajos",HUN,2640
"Porubszky-Angyalosine, Maria A",HUN,2165
"Postler, Reinhard",DDR,2375
"Prameshuber, Aleksander",AUT,2420
"Preda-Miroslav, Ioana",ROM,1830
"Pribyl, Josef",CSR,2450
"Prins, Lodewijk",NED,2410
"Pritchett, Craig W",SCO,2340
"Privara, Igor",CSR,2240
"Puc, Stojan",YUG,2390
"Pujol Sans, Manuel",ESP,2210
"Purdy, John S",AUS,2250
"Pustina, Ylvi",ALB,2280
"Pytel, Bozena",POL,2010
"Pytel, Krzysztof",POL,2380
"Quinones, Oscar C",PER,2310
"Quinteros, Miguel A",ARG,2465
Radacina,ROM,1905
"Radashkovich, Itchak",URS,2425
"Radev, Nikolai",BUL,2390
"Radojevic, Zoran",YUG,2205
"Radovici, Corvin",ROM,2400
"Radulov, Ivan",BUL,2490
"Radzikowska, Krystyna",POL,2160
"Rajkovic, Dusan",YUG,2390
"Rakic, Tomislav",YUG,2440
"Ranniku, Maaja",URS,2335
"Rasajaski, Nada",YUG,2010
"Razuvaev, Yuri S",URS,2490
"Ree, Hans",NED,2480
"Reicher, Rodica",ROM,2165
"Resende, Josino",BRA,2280
"Reshevsky, Samuel H",USA,2565
"Ribeiro, Joao-Mario",POR,2300
"Ribli, Zoltan",HUN,2505
"Richter, Yosef",ISR,2370
"Riego, Victorio",PAR,2250
"Robatsch, Karl",AUT,2460
"Rodic-Kures, Gordana",YUG,2105
"Rodriguez Cordoba, Jesus R",CUB,2390
"Rodriguez, Orestes",PER,2425
"Rodriguez, Ruben",PHI,2400
"Roehrl, Karl",AUT,2380
"Rogoff, Kenneth S",USA,2430
"Romanishin, Oleg M",URS,2440
"Rossetto, Hector",ARG,2465
"Rossolimo, Nicolas",USA,2450
"Rovira Mas, Jorge",CRC,2295
"Rubinetti, Jorge",ARG,2410
"Rubtsova, Olga",URS,1965
"Rukavina, Josip",YUG,2480
"Rybarska, Janina",POL,2005
"Saborido, Rafael",ESP,2300
"Safvat, Younus",IRI,2270
"Sahovic, Dragutin",YUG,2345
"Saidy, Anthony",USA,2425
"Sakharov, Yuri N",URS,2490
"Sanchez, Luis A",COL,2270
"Sandor, Atila",YUG,2210
"Sandor, Bela",HUN,2330
"Sanguinetti, Raul",ARG,2530
"Santos, Luis",POR,2250
"Sapi, Laszlo",HUN,2390
"Sarapu, Otvin",NZL,2340
"Saunina, Ludmila",URS,2295
"Saverymuttu, Seth",ENG,2250
"Savon, Vladimir A",URS,2595
"Sax, Gyula",HUN,2445
"Schaufelberger, Heinz",SUI,2340
"Schiffer, Karl-Josef",BRD,2435
"Schmid, Lothar",BRD,2550
"Schmidt, Wlodimierz",POL,2450
"Schoeneberg, Manfred",DDR,2470
"Scholl, Eddie C",NED,2400
"Schulman, Mark",CAN,2260
"Schumacher, Helmut",BEL,2215
"Schweber, Samuel",ARG,2445
"Segal, Alexandru S",ROM,2340
"Selick, Paul",CAN,2275
"Semenova, Lidia K",URS,2265
"Shamkovich, Leonid",URS,2535
"Sharif, Mehrshad",IRI,2330
"Shaw, Terrey I",AUS,2390
"Shikova, Wesmina W",BUL,2095
"Shteinberg, Boris",URS,2360
"Shvedchikov, Anatoli I",URS,2385
"Siaperas, Triantafyllos",GRE,2385
"Sigurjonsson, Gudmundur",ISL,2480
"Silva Sanchez, Carlos",CHI,2275
"Silva, Fernando",POR,2295
"Simu, Veturia",ROM,2000
"Sinka, Brigitta",HUN,2095
"Sirkia, Mauri O",FIN,2350
"Skalkotas, Nikolaos",GRE,2245
"Skegina, Klaara",URS,2215
"Skold, Kristian",SWE,2315
"Smederevac, Petar",YUG,2450
"Smejkal, Jan",CSR,2545
"Smyslov, Vassily",URS,2620
"Sofrevski, Jovan",YUG,2440
"Solmundarsson, Magnus",ISL,2390
"Soltis, Andrew",USA,2440
"Soos, Bela",ROM,2420
"Spassky, Boris V",URS,2660
"Spassov, Liuben",BUL,2440
"Spiridonov, Nikola",BUL,2465
"Stadler, Tereza",YUG,2115
"Stean, Michael F",ENG,2275
"Stein, Leonid",URS,2620
"Steiner, Ulrich A",AUT,2340
"Stoppel, Franz",AUT,2320
"Strauss, Anton",AUT,2280
"Stull, Norbert",LUX,2255
"Stupica, Janesz",YUG,2310
"Suer, Nevzat",TUR,2245
"Suetin, Alexey S",URS,2550
"Sumiacher, Carlos",ARG,2315
"Suttles, Duncan",CAN,2470
"Svarcer, Herma",YUG,2040
"Sydor, Andrzej",POL,2390
"Szabo, Julius",ROM,2450
"Szabo, Laszlo",HUN,2555
"Szaday, Laszlone",HUN,2015
"Szilagyi, Gyorgy",HUN,2350
"Szily, Jozsef",HUN,2375
"Szmetan, Jorge",ARG,2365
"Szota-Dahlin, Jolanta",POL,2120
"Tabor, Jozsef",HUN,2355
"Taimanov, Mark E",URS,2590
"Tal, Mihail N",URS,2625
"Tan, Lian-Ann",SIN,2340
"Tatai, Stefano",ITA,2460
"Teodorescu, Margareta",ROM,2165
"Teschner, Rudolf",BRD,2440
"Thorbergsson, Freysteinn",ISL,2335
"Thorsteinsson, Thorsteinn",ISL,2415
"Thorvaldsson, Jonas",ISL,2315
"Timman, Jan H",NED,2480
"Timmer, Rie",NED,2050
"Titorenko, Natalia I",URS,2135
"Todorcevic, Miodrag",FRA,2450
"Todorova, Paunka",BUL,2040
"Tokaji-Nagy, Gyorgyne",HUN,1965
"Tompa, Janos",HUN,2385
"Toran Albero, Roman",ESP,2420
"Torre, Eugenio",PHI,2400
"Toth, Bela",HUN,2410
"Trapl, Jindrich",CSR,2315
"Travnicek, Peter",CSR,2230
"Trincardi, Tullio",ITA,2250
"Tringov, Georgi P",BUL,2460
"Troianescu, Octavio",ROM,2320
"Trojanska, Evelina",BUL,2125
"Tseitlin, I",URS,2480
"Tukmakov, Vladimir B",URS,2560
"Tumurbator, Purev",MON,2270
"Ubilava, Elizbar",URS,2370
"Uddenfeldt, Dan",SWE,2270
"Udovcic, Mijo",YUG,2460
"Uhlmann, Wolfgang",DDR,2530
"Ujtelky, Maximilian",CSR,2310
"Ujtumen, Tudev",MON,2400
"Ulvestad, Olaf",AND,2270
"Ungureanu, Emil",ROM,2410
"Unzicker, Wolfgang",BRD,2530
"Urzica, Aurel",ROM,2260
"Ushakova, Irina",URS,2220
"Vadasz, Laszlo",HUN,2380
"Vaganian, Rafael A",URS,2510
"Van Baarle, C John",NED,2320
"Van Der Giessen, Ada Leona",NED,2010
