Player,Country,Rating
"Ady,Jonathan.J",HKG,2300
"Adzic,Slobodan",YUG,2265
"Afek,Yochanan",ISR,2340
"Afifi,Assem",EGY,2395
"Afriany,V",HAI,2215
"Agababean,Naira",MDA,2125
"Agamaliev,Gamil",AZE,2350
"Agapov, K",RUS,2395
"Agarwal,Brajesh",IND,2260
"Agdamus, Jose L",ARG,2230
"Agdestein,Espen",NOR,2330
"Agdestein,Simen",NOR,2600
"Ageichenko,Genadi..A",RUS,2340
"Agh, Miklos",HUN,2240
"Agic, Andja",YUG,2025
"Agistriotis,Mihail",GRE,2230
"Agnolin Diaz, Antonio",ARG,2220
"Agnos, Demetrios",ENG,2410
"Agrawal,Kiran",IND,2085
"Agrest,Evgenij",SWE,2485
"Agrest,Svetlana",SWE,2175
"Agudelo, Antonio",COL,2355
"Aguerreberry,Claudio",ARG,2210
"Aguila,Gustavo",ARG,2320
"Aguilar,Juan",PER,2315
"Aguirre.Izaguirre,Pedro.Jose",ESP,2240
"Agur, Elieser",ISR,2285
"Agusto, Obafunmilayo",NGR,2210
"Agustsson, Johannes",ISL,2315
"Agzamov, Val",RUS,2210
"Agzamov, Viachesiav",UZB,2255
"Ahlander,Bjorn",SWE,2415
"Ahmad, Iftikke",PAK,2250
"Ahmad, Nazir",PAK,2225
"Ahmd Saleh, B",YEM,2205
"Ahmed, Farhan Mukhtar",YEM,2205
"Ahmed, Haseeb",PAK,2270
"Ahmed-Zaid, Abdelnour",ALG,2225
"Ahmels, Volker",GER,2240
"Aidarov, Nurzas",RUS,2330
"Airapetian, SH",USA,2065
"Ajanski, Jordan S.",BUL,2350
"Ajvazi, Ramadan",YUG,2225
"Akeel, Mahmoud",SYR,2270
"Akesson,Ralf",SWE,2465
"Akhsharumova,Anna..M",USA,2385
"Akopian, Gagnik E",RUS,2315
"Akopian,Artak",USA,2050
"Akopian,Vladimir",ARM,2605
"Akopov,Roman",ARM,2340
"Akvist, Hakan",SWE,2285
"Al Akraa, Ik",SYR,2005
"Al-Argha, Hisham",SYR,2205
"Al-Atar, S Salim",IRQ,2310
"Al-Ghasra,Ali",BRN,2205
"Al-Khateeb,Ahmed",SYR,2250
"Al-Kubaisi, Rashid Hussain",QAT,2255
"Al-Modiahki,Mohamad",QAT,2290
"Al-Othman, Abdul Latif",KUW,2205
"Al-Othman, Abdul Wahab",KUW,2240
"Al.Sulaiti,Ali",BRN,2280
"Alaan, Vince",PHI,2385
"Aladjova, Katrin",AUS,2140
"Alarcon, Rodrigo",CRC,2230
"Alava,Mikko",FIN,2265
"Alawieh,Amin",FRA,2360
"Alayola,Jose.Enrique",MEX,2235
"Alba, Albano",ITA,2240
"Albano,Marco",ITA,2230
"Alber,Horst",GER,2335
"Alberston, Bruce",USA,2280
"Albert, Thomas",GER,2275
"Albert,Kornelia",HUN,2130
"Albrecht,Rainer",GER,2285
"Albulet, Maria",ROM,2100
"Alburt,Lev..O",USA,2535
"Aldama,Degurnay",CUB,2380
"Aldrete,Jorge",MEX,2405
"Alekhina, Natalia V",RUS,2205
"Aleksandrov,Aleksej",BLR,2460
"Aleksandrov,Georgi",BUL,2235
"Alekseev, Andrey",RUS,2365
"Alekseev, V G",RUS,2370
"Aleksic,Milovan",YUG,2215
"Aleksic,Nenad",YUG,2400
"Aleksieva,Silvia",BUL,2135
"Alet,Jean-Pierre",FRA,2280
"Alexakis,Dimitrios",GRE,2240
"Alexander, Ashok",IND,2225
"Alexandre,Jorge",POR,2300
"Alexandria,Nana",GEO,2310
"Alexandrou,Alexandros",CYP,2270
"Alexeev, Anatoly-V",RUS,2400
"Alexopoulos,Georgios",GRE,2235
"Ali, M.Z.",BRU,2205
"Ali, S",UAE,2205
"Aliaga, J. Carrajal",BOL,2205
"Alienkin,Aleksander",RUS,2415
"Alieva,Elvira",AZE,2160
"Aljautdinova,Margarita",RUS,2110
"Alkaersig,Ole",DEN,2260
"Allan,Denis",CAN,2275
"Allan,W.M",JOR,2205
"Allegro,Valery",SUI,2330
"Allen, Brian L",USA,2325
"Allen, Edward J",USA,2225
"Allen, Keith",IRL,2300
"Almada,Enrique",SUI,2340
"Almaguer, Frank",CUB,2215
"Almasi,Istvan",HUN,2350
"Almasi,Zoltan",HUN,2410
"Almeida, Jose T",POR,2255
"Almeida, Miguel Angel",ESP,2315
"Almeida.Saenz,Alfonso",MEX,2330
"Alnajjar, Huda",SYR,2005
"Alonso,Rene",CUB,2395
"Alonso.Arburu,Juan.Ignacio",ESP,2300
"Alpern, Daniel",ARG,2330
"Alpern,Adrian",ARG,2240
"Alsharfi, S S",YEM,2205
"Alsharhan,F",UAE,2205
"Alster, Ladislav",CZE,2235
"Altamirano,Benjamin",ARG,2225
"Altanoch,Genden",MGL,2350
"Alterman,Boris",ISR,2515
"Alterman,Vladimir..I",ISR,2405
"Altgelt,Alexander",GER,2235
"Altini,Daniele",ITA,2255
"Alvarez, Ernesto",ARG,2260
"Alvarez, Fidel",CUB,2275
"Alvarez,Franklin",DOM,2240
"Alvarez.Castillo,Hector",ARG,2230
"Alvarez.Ibarra,Rafael",ESP,2370
"Alvas,Panayotis",GRE,2220
"Alvir,Aco",BIH,2300
"Alzate, Javier",COL,2310
"Alzate,Dario",COL,2375
"Alzugaray, Daniel",CUB,2205
"Amaral,Nuno",POR,2250
"Ambarcumjan, Armen",ARM,2345
"Ambroz,Jan",CZE,2415
"Amendola,Konstantinos",GRE,2250
"Amer, S",LBA,2205
"Amer,M",LBA,2205
"Amil Meilan, Horacio",ARG,2290
"Amir,Karim",PAK,2270
"Ammann,Philipp",SUI,2255
"Amos, Bruce M.",CAN,2355
"Amovilli, Mauro",ITA,2275
"Amura,Claudia.N",ARG,2355
"An, Yangfeng",CHN,2250
"Anand,Viswanathan",IND,2670
"Anapolsky, S",UKR,2375
"Anastasian,Ashot",ARM,2490
"Anbuhl, Edgar",GER,2230
"Anceschi,Vittorio",ITA,2290
"Andersen, Borge",DEN,2385
"Andersen, Dan",DEN,2270
"Andersen, Daniel",DEN,2300
"Andersen, Ib",DEN,2230
"Andersen, Jan Ivan",DEN,2215
"Andersen,Kaare.Vissing",DEN,2295
"Andersen,Oivind",NOR,2225
"Anderson, Alan J",USA,2265
"Anderson, Bruce-R",NZL,2230
"Anderson,Renard",USA,2270
"Andersson, Bjorn",SWE,2330
"Andersson, Tor",SWE,2215
"Andersson,Goran",SWE,2245
"Andersson,Mats",SWE,2325
"Andersson,Ulf",SWE,2605
"Anderton,David.W",ENG,2260
"Anderton,Matthew",ENG,2240
"Andi,Peter",HUN,2250
"Andonov,Bogomil",BUL,2335
"Andonovski,Ljubisa",FRM,2265
"Andre, Wolfgang",GER,2230
"Andreasen,Per",DEN,2290
"Andreasson,Ingvar",SWE,2390
"Andreev, Dobrotich",BUL,2240
"Andreieva, Olga A",UKR,2250
"Andreoli, Renato",ITA,2210
"Andres,Miguel",CUB,2325
"Andresen,Steffen",GER,2295
"Andrianov,Nikolai",RUS,2440
"Andric, Zoran",YUG,2260
"Andrienko, Anatoly",UKR,2230
"Andrijasevic,Momir",YUG,2315
"Andrijevic,Milan",YUG,2355
"Andruet, Gilles",FRA,2365
"Andurkar,Deepak..A",IND,2225
"Anelli,Antonio",ARG,2300
"Anetbaev, Berik",KAZ,2250
"Angantysson, Haukur",ISL,2285
"Angelov,Angel",BUL,2290
"Angelov,Emil",BUL,2250
"Angelov,Georgi",BUL,2210
"Angelov,Kosta",BUL,2290
"Angelov,Rumen",BUL,2225
"Angqvist, Thore",SWE,2235
"Anguera.Maestro,Jaime",ESP,2220
"Anguiano, Rolando",MEX,2270
"Anguix.Garrido,Juan.Francisco",ESP,2300
"Angyal,Ferenc",HUN,2220
"Anic,Darko",FRA,2405
"Anikaev, Yuri N",RUS,2415
"Anilkumar, O T",IND,2265
"Anilkumar,N.R",IND,2305
"Anino, Sergio",ARG,2275
"Anitoaie,Dumitru",ROM,2350
"Anka,Emil",HUN,2330
"Ankerst,Milka",SLO,2195
"Annageldyev,Orazly",TKM,2420
"Annakov,Babakuli",TKM,2365
"Anokhin, Vladimir",RUS,2365
"Anquandah,",GHA,2205
"Ansell,Simon",ENG,2285
"Anselmo, Aldo",FRA,2240
"Anson, Jane",WLS,2005
"Anstad, Tor",NOR,2305
"Antic,Dejan",YUG,2410
"Antic,Zoran",YUG,2285
"Antkowiak, Grzegorz",POL,2250
"Antonio,Rogelio.Jr",PHI,2520
"Antonov,Vladimir",BUL,2395
"Antonsen,Mikkel",DEN,2390
"Antoshik,Alois",CZE,2205
"Antoshin, Vladimir S",RUS,2255
"Antunac,Goran",CRO,2400
"Antunes,Antonio",POR,2465
"Antypas, Dionisios",GRE,2205
"Aoiz.Linares,Jose.Javier",ESP,2325
"Aoldia, Khaled",ALG,2210
"Aparicio,Anibal",ARG,2330
"Apatoczky,Pal",HUN,2255
"Apel,Stefan",GER,2245
"Apicella,Manuel",FRA,2435
"Apostolou, Alexandros",GRE,2205
"Apostolska, Ljiljana",FRM,2005
"Appel,Ralf",GER,2380
"Appleberry,Martin",USA,2310
"Appolonov,S",RUS,2305
"Aptekar, Lev",NZL,2240
"Arakhamia-Grant,Ketevan.(IM)",GEO,2445
"Arancibia,Eduardo",CHI,2345
"Aranda Gonzales, Jose",ESP,2330
"Arapovic,Vitomir",CRO,2390
"Araros, Hector",CHI,2240
"Araujo, H.",BRA,2280
"Araya, Carlos",CRC,2215
"Araya,Mario",CHI,2395
"Araya,Ricardo",CHI,2290
"Arbakov,Valentin",RUS,2450
"Arbatskaia, N",RUS,2230
"Arbouche,Muhamed",MAR,2260
"Arbunic.Castro,Giovanna",CHI,2155
"Ardaman,Miles",USA,2410
"Ardeleanu,Alin",ROM,2350
"Ardeleanu,Calin",ROM,2220
"Ardiansyah,H",INA,2460
"Arduman,Can",TUR,2405
"Arencibia,Juan.Joel",CUB,2430
"Arencibia,Walter",CUB,2535
"Ari,Zeki",TUR,2240
"Arikok, Enis",SUI,2255
"Arino, Franck",FRA,2210
"Aristegui, Juan C.",ESP,2240
Arjona Fernando,MEX,2205
"Arkell,Keith.C",ENG,2460
"Arkhipkin, Yury",RUS,2325
"Arkhipov,Sergey",RUS,2515
"Arki, Mikael",FRA,2225
"Arlandi,Ennio",ITA,2420
"Armanda,Ivica",CRO,2275
"Armas,Jorge",CUB,2400
"Armas,Julius",FRA,2440
"Armenteros, Noel",CUB,2285
"Armstrong, M J",ENG,2210
"Arnason, Asgeir T",ISL,2270
"Arnason, Throstur",ISL,2295
"Arnason,Jon..L",ISL,2515
"Arnaudov,Petar",BUL,2270
"Arndt, Stefan",GER,2235
"Arnold,Ferenc",HUN,2325
"Arnold,Lothar",GER,2320
"Aronoff, Irene",USA,2165
"Aronson, Eva",USA,2050
"Arrata,Pedro",ECU,2215
"Arribas,Maritza",CUB,2230
"Arseniev,Vladimir..V",RUS,2325
"Arsic, Slobodan",YUG,2270
"Arsovic, Aleksandar",YUG,2300
"Arsovic,Goran",YUG,2325
"Arsovic,Zoran",YUG,2305
"Artamonova, V",UKR,2115
"Arutyunyan,Arutyun",ARM,2245
"Aryanejad,Hossein",IRI,2205
"Asanov, Bolat",KAZ,2405
"Asaturoglu, Rupen",TUR,2250
"Asbjornsson, Asgeir",ISL,2295
"Aschwanden, Franz-Beat",SUI,2210
"Ascic,Anto",CRO,2390
"Ascolese,Paul",USA,2275
"Aseev,Konstantin..N",RUS,2560
"Aseeva,Marina",RUS,2055
"Asensio,Enrique",ARG,2225
"Asfora,Marco",BRA,2270
"Asfura, Claudio",CHI,2225
"Ashley,Maurice",USA,2370
"Aslanian, Ludmila-K",ARM,2210
"Asmah, F.",GHA,2205
"Asmundsson,Ingvar",ISL,2360
"Asparuhov, Sasho",BUL,2210
"Assem, Magdy",EGY,2310
"Assmann,Thomas",GER,2335
"Astolfi, Frederic",FRA,2255
"Astolfi.Perez,Eneida",FRA,2065
"Astrom,Goran",SWE,2315
"Astrom,Robert",SWE,2305
"Atakisi,Fatih",TUR,2285
"Atala,Juan",CUB,2265
"Atalik,Suat",TUR,2455
"Atanasijadis, Antimos",YUG,2300
"Atanaskovic,Predrag",YUG,2250
"Atanasov, Gospodin",BUL,2300
"Atanasov, Petko",BUL,2365
"Atanasov,Radislav",BUL,2265
"Ater,Itai",ISR,2265
"Athala, Jorge",MEX,2285
"Atia,J.A",IRQ,2220
"Atkinson, Paul",WLS,2215
"Atlas, Robert",USA,2205
"Atlas, Valerij",UKR,2435
"Attard, Wilfred",MLT,2225
"Aturupane, Harinlal",SRI,2340
"Aturupane, Harsha",SRI,2385
"Aubert,Laurent",FRA,2270
"Auchenberg,Per",DEN,2205
"Auciello,Sergio",ARG,2315
"Auer, Franz",AUT,2240
"Auer,Martin",GER,2310
"Augustin,Josef",CZE,2410
"Aurel,Luc",FRA,2230
"Autenrieth,Michael",GER,2265
"Autowicz, Boguslawa",POL,2025
"Autowicz, Zenon",POL,2210
"Averbakh, Yuri L",RUS,2440
"Averkin,Orest..N",RUS,2495
"Avgerinos, Havalambos",GRE,2215
"Avner, Uri",ISR,2245
"Avni,Amatzia",ISR,2370
"Avrahami, Rami",ISR,2295
"Avramov,Anton",BUL,2255
"Avramov,Branko",FRM,2275
"Avramovic,Zoran",YUG,2305
"Avshalumov, Alex",RUS,2480
"Avtukhov, V",RUS,2255
"Awate, Avinash-S",IND,2285
"Axamit, Robert",CZE,2230
"Ayas.Fernandez,Antonio",ESP,2260
"Ayaz,Cengiz",TUR,2290
"Ayub, Mohamed",IND,2235
"Ayyar, Rajan",USA,2250
"Ayza.Ballester,Jordi",ESP,2315
"Azaric,Slavko",YUG,2305
"Azmaiparashvili, Zurab",GEO,2610
"Babaeva, F",AZE,2065
"Babaniotis,Evangelos",USA,2220
"Babar,Michael",GER,2450
"Babault,Patrice",MNC,2305
"Babev,Aleksandar",BUL,2310
"Babic, Momcilo",YUG,2310
"Babic, Tomislav",YUG,2245
"Babic,Dragojle",YUG,2300
"Babic,Drasko",YUG,2295
"Babics,Andras",HUN,2250
"Babik,Tomasz",POL,2260
"Babos, Csaba",ROM,2220
"Babovic, Nihad",YUG,2215
"Babrikowski, Peter-Dr",GER,2280
"Babu,N.Sudhakar",IND,2365
"Babula,Milan",CZE,2355
"Babula,Vlastimil",CZE,2340
"Babur, Mohan T",IND,2230
"Baburin, Aleksandar",RUS,2490
"Baccelliere.Pena,Mario.E",CHI,2270
"Bach, Horst",GER,2280
"Bach,Adrian",ROM,2315
"Bach,Matthias",GER,2310
"Bachchevanski, Hristo",BUL,2305
"Bachler,Reinhardt",AUT,2255
"Bachmann,Andreas",GER,2300
"Bachmann,Karlheinz",GER,2325
"Bachmayer,Peter",GER,2280
"Bachtiar, Arovah",INA,2285
"Bacic,Milan",CRO,2275
"Baciu,Otilia",ROM,2065
"Baciu,Stefan",ROM,2265
"Backe,Peter",SWE,2260
"Backelin,Rikard",SWE,2275
"Backstrom, Mikael",SWE,2215
"Backwinkel,Paul",GER,2400
"Bacso, Gabor",HUN,2245
"Baczynskyj,Boris",USA,2290
"Badalova,T",RUS,2120
"Bade,Heidrun",GER,2020
"Bade,Joern",GER,2310
"Badea,Bela",ROM,2410
"Badii,Madjid",FRA,2260
"Badilles, Glicerio",PHI,2295
"Badjarani,Ilgar",AZE,2235
"Baert,Andy",BEL,2260
"Baez, S.",DOM,2005
"Bagaturov,Giorgi",GEO,2420
"Baginskaite, Kamile",LTU,2280
"Bagirov,Vladimir",LAT,2500
"Bagonyai,Attila",HUN,2280
"Baikov,Vladimir..A",RUS,2345
"Bailey, R.",ENG,2340
"Baja, Victor",USA,2255
"Bajec, Ivo",SLO,2380
"Bajovic, Milan",YUG,2310
"Bajusz,Gyorgy",HUN,2270
"Baka, Gabor",HUN,2205
"Bakalar,Petr",CZE,2345
"Bakalarz,Grazyna",GER,2060
"Bakalarz,Mieczyslaw",GER,2260
"Baker, Bruce",USA,2245
"Baker,Chris.W",ENG,2275
"Bakhchevansky, A",RUS,2265
"Bakhrekh, Evgenia",RUS,2110
"Bakic,Dragan",YUG,2205
"Bakic,Rados",YUG,2385
"Baklanova, T.",UKR,2165
"Bako, Laszlo",HUN,2245
"Bako,Viktor",HUN,2240
"Bakonyi, Dezso",HUN,2250
"Bakos, S",HUN,2245
"Bakovic, Zoran",YUG,2260
"Bakulin, Nikolac I",RUS,2275
"Balaban, Nada",YUG,2040
"Balac, Nebojsa",YUG,2295
"Balashov,Yuri..S",RUS,2565
"Balashova, Elena",RUS,2165
"Balaskas,Panayotis",GRE,2290
"Balasubra, Manium R.",IND,2340
"Balasubramaniun,Ramnathan",IND,2250
"Balazs, Attila",HUN,2240
"Balazs,Imre",HUN,2205
"Balazs,Tibor.Jr",HUN,2240
"Balcerowski,Witold",POL,2280
"Baldauf, Markus",GER,2270
"Balduzzi, Reynaldo",ARG,2370
"Baldy, Philippe",FRA,2300
"Balenovic,Zvonimir",CRO,2275
"Balev, Kiril",BUL,2295
"Bali,Janos",HUN,2255
"Balicki, Cezary",POL,2285
"Balinas,Rosendo..C",PHI,2350
"Balinov,Ilija",BUL,2270
"Baljon,Christofoor",NED,2310
"Ball, Jol D.L.",ENG,2230
"Ball, Stephen",CAN,2225
"Ballester.Sanz,Joaquin",ESP,2225
"Ballicora, Miguel",ARG,2245
"Ballmann,Martin",SUI,2315
"Ballon,Guenther.Jan",NED,2230
"Balogh, Bela",HUN,2260
"Balogh,Lajos",HUN,2205
"Balshan, Amikam",ISR,2385
"Balsinde Elias, Rolando",PUR,2235
"Balster,Stefan",GER,2305
"Baltazar,Rafael",MEX,2220
"Balun, Andrzej",POL,2205
"Baluta,Constantin",ROM,2315
"Balvianu, Mariana",ROM,2025
"Balzar,Andreas",GER,2330
"Bammoune, Abd'Ennacer",ALG,2305
"Banas,Jan",SVK,2385
"Banasik, Marian",POL,2270
"Banaszek,Marcin",GER,2295
"Bandal, R",PHI,2205
"Bandza,Algirdas",LTU,2385
"Bandziene,Rasa",LTU,2085
"Banfalvi, Sander",HUN,2290
"Bang, Erik",DEN,2290
"Bang,Andreas",DEN,2290
"Bangiev,Alexander",GER,2400
"Banhazi,Istvan",HUN,2210
"Bank, Mordechai",ISR,2245
"Bank.Friis,Carsten",DEN,2260
"Bany, Jerzy",POL,2420
"Baquero,Luis.A",COL,2370
"Barabas,Attila",HUN,2220
"Baragar,Fletcher",CAN,2285
"Barakat,Rafic",LIB,2205
"Baranova, Victory",UKR,2095
"Baranyi,Karoly",HUN,2315
"Barba, Ernesto",MEX,2285
"Barbeau, Sylvain",CAN,2380
"Barber, Haydn J.",AUS,2315
"Barbera.Estelles,Rosendo",ESP,2260
"Barbero,Gerardo.F",ARG,2485
"Barbu,Nicolae",ROM,2280
"Barbulescu, Dan",ROM,2430
"Barbulescu, Valentin",ROM,2210
"Barcenilla,Rogelio",PHI,2465
"Barczay,Laszlo",HUN,2350
"Bardossi,Jeno",HUN,2280
"Barea, Luis",ARG,2245
"Bareev,Evgeny",RUS,2635
"Barenbaum, Alejandro",ARG,2225
"Bargad,Abraham",ARG,2260
"Barishev, Oleg",RUS,2330
"Barkan, Ozdal I",TUR,2205
"Barkhagen,Jonas",SWE,2380
"Barkovsky, E",RUS,2295
"Barlay, Imre",USA,2235
"Barle,Janez",SLO,2430
"Barletta,Mauro",ITA,2275
"Barlocco,Carlo",ITA,2340
"Barlov,Dragan",YUG,2460
"Barnes, Craig N",USA,2280
"Baron, Irena",POL,2010
"Baronets, Igor",RUS,2270
"Barouty, Daniel",USA,2235
"Barraza, S",PAN,2205
"Barredo,Luis",CUB,2235
"Barreras,Alberto",CUB,2310
"Barreto,Luiz.N.M",BRA,2280
"Barria, B",PAN,2205
"Barrientos,Ventura",MEX,2235
"Barrios,Felix",COL,2220
"Barry, Colm",IRL,2275
"Barskij,Vladimir",RUS,2325
"Barsov,Alexei",UZB,2415
"Barstatis, Reinhardas",LTU,2240
"Barta, Zsuzsa",HUN,2040
"Barta,Sandor",HUN,2225
"Bartak, Vladimir",CZE,2340
"Bartelborth, Thomas",GER,2250
"Bartels,Frank",GER,2295
"Bartels,Hans..A",NED,2350
"Barth, Jeremy",USA,2295
"Barth, Rainer",GER,2285
"Bartha,Andrei",ROM,2220
"Bartha,Sandor",HUN,2310
"Barthel,Bergit",GER,2060
"Bartis, Gustavo",ARG,2250
"Bartosik,Olimpia",POL,2075
"Bartosik,Piotr",POL,2300
"Bartrina, Modesto",ESP,2280
"Bartsch,Berthold",GER,2285
"Bartsch,Steffen",GER,2310
"Barua,Dibyendu",IND,2555
"Barus,Cerdas",INA,2375
"Basaco, Orlando",CUB,2210
"Basagic,Zlatko",SLO,2380
"Basart, Josep Maria",ESP,2235
"Bashina,",RUS,2215
"Bashkov,Viacheslav",RUS,2450
"Basin,Leonid",RUS,2430
"Basman,Michael.J",ENG,2370
"Bass,Alfredo",ARG,2280
"Bass,Leonid",USA,2495
"Bassler, Markus",GER,2290
"Basta, Emanuel",AUS,2245
"Basta,Dane",YUG,2340
"Basta-Sohair, F.",EGY,2060
"Bastian,Herbert",GER,2330
"Batceceg,Cagaan",MGL,2195
"Batchelder, Wiliam",USA,2240
"Batchinsky, Stephane",SUI,2320
"Bates, Lee",USA,2255
"Bathie,Nicol",SCO,2265
"Bator, Zbigniew",SWE,2345
"Bator,Robert",SWE,2355
"Batricevic,Sasa",YUG,2240
"Batruch, Kazimierz",POL,2245
"Battikhi,H",JOR,2220
"Baudin,Frederic",FRA,2260
"Baudrier, Jacques",FRA,2260
"Bauer, Felizitas",AUT,2005
"Bauer, Tamas",HUN,2335
"Bauer,Christian",FRA,2275
"Bauer,Peter",HUN,2230
"Bauer,Reinhard.Dr",GER,2310
"Bauer,Richard..N",USA,2210
"Bauert,Ralph",SUI,2280
"Bauk,Slavko",YUG,2330
"Baum,Bernd.Dr",GER,2340
"Baumann, Claude",SUI,2085
"Baumbach,Friedrich.Dr",GER,2330
"Baumgartner,Heinz",AUT,2360
"Baumhus,Reinhard",GER,2375
"Baumstark,Gertrude",ROM,2185
"Bauza,Alejandro",URU,2265
"Bayarmaa,Gendenjamc",MGL,2070
"Bayer,Ernst-Wolfgang",GER,2300
"Bayramicli, Mehmet",TUR,2270
"Bazaj, Ivan",CRO,2350
"Bazaj-Bockai,Snjezana",CRO,2220
"Bazhina, E.",RUS,2105
"Beake, Ben",ENG,2265
"Beaumont,Chris",ENG,2360
"Bebchuk,Evgeni",RUS,2300
"Becerra.Rivero,Julio",CUB,2370
"Becher,Helmut.Dr",GER,2305
"Beck,Daniel",GER,2220
"Beck,Gerald",GER,2260
"Beck,Hartmuth",AUT,2320
"Beckemeier,Werner",GER,2400
"Becker,Marc",GER,2330
"Becker,Michael",GER,2310
"Beckman,Thomas.J",USA,2220
"Beckmann,Klaus",GER,2290
"Becx,Cesar",NED,2270
"Bednarek,Sylwester",POL,2295
"Bednarska,Malgorzata",POL,2150
"Bednarski,Jacek..B",POL,2305
"Bedolla, Luz Maria",MEX,2005
"Bedos,Michel",FRA,2265
"Beelby,Matthew..A",USA,2340
"Beggi,Pierluigi",ITA,2235
"Begic, Senad",BIH,2270
"Beglerovic, Jamir",YUG,2310
"Begnis,Nikolaos",GRE,2275
"Begovac,Franja",CRO,2420
"Begun,Sergei..M",BLR,2385
"Behar, Eduardo",ARG,2210
"Behle,Karl-Willi",GER,2285
"Behling,Robert",GER,2295
"Behrens,Harald.Dr",GER,2305
"Behrensen, Jorge",ARG,2325
"Behrhorst,Frank",GER,2265
"Behrmann, Joachim",GER,2225
"Beider, Alexander",RUS,2295
"Beikert, Juergen",GER,2250
"Beikert,Guenther",GER,2350
"Beil,Zdenek",CZE,2340
"Beilfuss,Wilfried.Dr",GER,2220
"Beim,Valery",ISR,2485
"Beitar, Hanni",SYR,2280
"Bekefi, Laszlo",HUN,2300
"Belakovskaja, Anjelina",UKR,2290
"Belamaric,Tanja",CRO,2180
"Belani,Marijan",CRO,2245
"Belardi,",MAR,2220
"Belaska,Premysl",CZE,2265
"Belavenets, Liudmila",RUS,2180
"Belfiore, Daniel",ARG,2210
"Beliavsky,Alexander..G",SLO,2620
"Belik,Dalibor",CZE,2345
"Belikov,Vladimir",RUS,2420
"Belkadi, Ridha",TUN,2345
"Belke, Frank",GER,2225
"Belkhodja,Slim",FRA,2395
"Bell,Stephen",ENG,2385
"Belle,Erika",NED,2090
"Bellia,Fabrizio",ITA,2285
"Belliard, J.",DOM,2235
"Bellin,Jana",ENG,2240
"Bellin,Robert",ENG,2385
"Bellini,Fabio",ITA,2340
"Bellomo,Francesco",ITA,2365
"Bellon.Lopez,Juan.Manuel",ESP,2450
"Belmont, Andres",MEX,2250
"Belmonte,Juan.S",CHI,2275
"Belopolsky, Boris",USA,2270
"Belotserkovsky,Andrey",RUS,2275
"Belotti,Bruno",ITA,2405
"Belousov,",RUS,2245
"Belov, Lev A",RUS,2330
"Belov,Igor",RUS,2435
"Belova,Tamara",RUS,2055
"Beltran,Carlos",COL,2240
"Beltran.Rueda,Santiago",ESP,2310
"Beltz,Martina",GER,2185
"Ben-Menachem,Itzhak",ISR,2305
"Ben-Zion, David",ISR,2255
"Bencze,Laszlo",HUN,2270
"Benderac,Ana",YUG,2005
"Benderac,S",YUG,2245
"Benedetti, Fabrizio",ITA,2250
